index,smiles,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications",mol,isosmiles
876,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d196a0>,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
877,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19700>,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
878,CC1=C(C(C(=C(N1)C)C(=O)OCC[NH+](C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19760>,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC[NH+](C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
879,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d197c0>,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
880,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19820>,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
881,C1=NC2=C(N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)N=C(N=C2N)Cl,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19880>,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
883,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19940>,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
884,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d199a0>,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
885,C1=CC(=CC=C1C(=O)NCCC(=O)O)N/N=C/2\C=CC(=O)C(=C2)C(=O)O,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19a00>,O=C(O)CCNC(=O)c1ccc(N/N=C2\C=CC(=O)C(C(=O)O)=C2)cc1
886,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19a60>,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
887,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19ac0>,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
888,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19b20>,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
889,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19b80>,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
890,CN\1C=CC=C/C1=C\[NH+]=O,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19be0>,CN1C=CC=C/C1=C\[NH+]=O
891,CC1(C(NC(S1)C(C(=O)NCCCCCC(=O)O)NC(=O)CC2=CC=CC=C2)C(=O)O)C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19c40>,CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCCCC(=O)O)NC1C(=O)O
892,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19ca0>,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C
893,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19d00>,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
894,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19d60>,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC
895,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19dc0>,CNCCC=C1c2ccccc2CCc2ccccc21
896,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19e20>,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
897,C1[C@H](CN2[C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19e80>,NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCCN)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O
898,C1=CC=C(C=C1)CCCC(=O)OCC(COC(=O)CCCC2=CC=CC=C2)OC(=O)CCCC3=CC=CC=C3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19ee0>,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1
899,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19f40>,CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O
900,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d19fa0>,CC(O)=C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1
902,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c0a0>,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1
903,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c100>,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
904,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c160>,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1
905,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c1c0>,O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO
906,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c220>,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1
907,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c280>,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
908,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c2e0>,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O
909,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c340>,Cc1ccccc1C(OCCN(C)C)c1ccccc1
910,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c3a0>,CCOC(=O)C1=CC(OC(CC)CC)C(NC(C)=O)C(N)C1
911,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N/N=C/3\C=CC(=O)C(=C3)C(=O)O,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c400>,O=C(O)C1=C/C(=N/Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O
912,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-],1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c460>,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-]
914,CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c520>,CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
915,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c580>,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1
916,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c5e0>,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
917,C/C=C(/C)\C(=O)O[C@H]1C(=C[C@@]23[C@@]1([C@@H](C(=C[C@H](C2=O)[C@H]4[C@H](C4(C)C)C[C@H]3C)CO)O)O)C,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c640>,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C
918,C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c6a0>,Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
920,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c760>,C=CCOc1ccccc1OCC(O)CNC(C)C
921,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c7c0>,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
922,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c820>,COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314
923,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c880>,CC12CC(=CO)C(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O
924,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c8e0>,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5
925,C1=CC(=C(C=C1N)O)C(=O)O,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c940>,Nc1ccc(C(=O)O)c(O)c1
926,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)C4=CC=C(C=C4)Cl)F,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3c9a0>,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F
927,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3ca00>,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
929,CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3cac0>,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1
930,CC(C)(CO)C(C(=O)NCCCO)O,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3cb20>,CC(C)(CO)C(O)C(=O)NCCCO
931,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3cb80>,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
932,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3cbe0>,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
933,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3cc40>,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O
934,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3cca0>,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1
935,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=CC(=C3)S(=O)(=O)O)S(=O)(=O)O,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3cd00>,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)cc1
938,COC1=CC=CC=C1OCC(CO)O,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3ce20>,COc1ccccc1OCC(O)CO
939,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3ce80>,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1
940,C1=NC2=C(N1CCC(CO)CO)NC(=NC2=O)N,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3cee0>,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1
941,CC(C)(C(C(=O)O)N)S,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3cf40>,CC(C)(S)C(N)C(=O)O
942,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)[O-])C,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d3cfa0>,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)[O-]
943,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d14040>,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1
944,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d140a0>,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C
945,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d14100>,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
946,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d14160>,OCC1OC(n2cnc3c2NC=NCC3O)CC1O
947,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d141c0>,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
948,C1=C/C(=C/2\N/C(=C\3/C=CC=CC3=O)/N(N2)C4=CC=C(C=C4)C(=O)O)/C(=O)C=C1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d14220>,O=C1C=CC=C/C1=C1\N/C(=C2/C=CC=CC2=O)N(c2ccc(C(=O)O)cc2)N1
949,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d14280>,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21
950,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d142e0>,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1
951,C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d14340>,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2
952,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,<rdkit.Chem.rdchem.Mol object at 0x2baa45d143a0>,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
953,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d14400>,Nc1ccc(N=Nc2ccccc2)c(N)n1
954,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d14460>,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
955,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d144c0>,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
956,CC(C)(CC1=CC=CC=C1)N,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,<rdkit.Chem.rdchem.Mol object at 0x2baa45d14520>,CC(C)(N)Cc1ccccc1
