index,compound id (and file prefix),SMILES,iupac name (or alternative if IUPAC is unavailable or not parseable by OEChem),experimental value (kcalmol),experimental uncertainty (kcalmol),Mobley group calculated value (GAFF) (kcalmol),calculated uncertainty (kcalmol),experimental reference (original or paper this value was taken from),calculated reference,text notes.,mol,isosmiles
402,mobley_6266306, C1CNC1, azetidine,-5.56,0.6,-3.86,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d0da00>,C1CNC1
403,mobley_627267, CC(C)CBr, 1-bromo-2-methyl-propane,-0.03,0.6,0.76,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d0da60>,CC(C)CBr
404,mobley_628086, C[C@@H](C(F)(F)F)O," 1,1,1-trifluoropropan-2-ol",-4.16,0.6,-3.52,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Renamed mobley_628086 from 1,1,1-trifluoropropan-2-ol to (2S)-1,1,1-trifluoropropan-2-ol (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d0dac0>,C[C@H](O)C(F)(F)F
405,mobley_628951, c1cc(c(c(c1)Cl)c2c(cccc2Cl)Cl)Cl," 1,3-dichloro-2-(2,6-dichlorophenyl)benzene",-2.28,0.12,-1.23,0.04, 10.1007s10822-012-9568-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d0db20>,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl
406,mobley_6303022, CCc1ccncc1, 4-ethylpyridine,-4.73,0.6,-3.19,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d0db80>,CCc1ccncc1
407,mobley_6309289, C1CCNCC1, piperidine,-5.11,0.6,-3.87,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d0dbe0>,C1CCNCC1
408,mobley_632905, CC(=O)c1ccc(cc1)OC, 1-(4-methoxyphenyl)ethanone,-4.4,0.6,-6.58,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d0dc40>,COc1ccc(C(C)=O)cc1
409,mobley_6334915, COP(=O)([C@H](C(Cl)(Cl)Cl)O)OC," (1R)-2,2,2-trichloro-1-dimethoxyphosphoryl-ethanol",-12.74,1.93,-13.42,0.04, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from trichlorfon to (1R)-2,2,2-trichloro-1-dimethoxyphosphoryl-ethanol for better handlingstandardization.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d0dca0>,COP(=O)(OC)[C@@H](O)C(Cl)(Cl)Cl
410,mobley_6338073, CCNc1nc(nc(n1)SC)NC(C)(C)C, terbutryn,-6.68,0.42,-9.27,0.04, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from terbutryn to 2-N-tert-butyl-4-N-ethyl-6-(methylsulfanyl)-1,3,5-triazine-2,4-diamine for better handlingstandardization.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d0dd00>,CCNc1nc(NC(C)(C)C)nc(SC)n1
411,mobley_6353617, CC(=O)c1cccnc1, 1-(3-pyridyl)ethanone,-8.26,0.6,-7.84,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d0dd60>,CC(=O)c1cccnc1
412,mobley_6358463, c1ccc(c(c1)C(F)(F)F)C(F)(F)F," 1,2-bis(trifluoromethyl)benzene",1.07,0.6,-1.44,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d0ddc0>,FC(F)(F)c1ccccc1C(F)(F)F
413,mobley_6359135, C(Cl)(Cl)(Cl)Cl, carbon tetrachloride,0.08,0.6,1.19,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d0de20>,ClC(Cl)(Cl)Cl
414,mobley_6359156, c1ccc(cc1)c2cc(ccc2Cl)Cl," 1,4-dichloro-2-phenyl-benzene",-2.46,0.1,-1.9,0.04, 10.1007s10822-012-9568-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d0de80>,Clc1ccc(Cl)c(-c2ccccc2)c1
415,mobley_63712, CN1CCCCC1, 1-methylpiperidine,-3.88,0.6,-3.47,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d0dee0>,CN1CCCCC1
416,mobley_637522, c1ccc2cc3ccccc3cc2c1, anthracene,-3.95,0.6,-5.19,0.04, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d0df40>,c1ccc2cc3ccccc3cc2c1
417,mobley_6416775, CCCC1CCCC1, propylcyclopentane,2.13,0.6,2.1,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d0dfa0>,CCCC1CCCC1
418,mobley_6430250, CCCc1ccccc1, propylbenzene,-0.53,0.6,-0.51,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19040>,CCCc1ccccc1
419,mobley_6456034, CC(C)COC(=O)C(C)C, isobutyl 2-methylpropanoate,-1.69,0.6,-2.58,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d190a0>,CC(C)COC(=O)C(C)C
420,mobley_646007, C1CCNC1, pyrrolidine,-5.48,0.6,-4.28,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19100>,C1CCNC1
421,mobley_6474572, C=CCl, chloroethylene,-0.59,0.6,1.16,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19160>,C=CCl
422,mobley_6497672, CC=CC=O, but-2-enal,-4.22,0.6,-3.34,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104, Renamed mobley_6497672 from but-2-enal to (E)-but-2-enal (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,<rdkit.Chem.rdchem.Mol object at 0x2b7646d191c0>,CC=CC=O
423,mobley_6522117, CCOP(=O)(OCC)OC(=CCl)c1ccc(cc1Cl)Cl," 2-chloro-1-(2,4-dichlorophenyl)ethenyl diethyl phosphate",-7.07,1.37,-9.03,0.05, 10.1021jp806724u, 10.1021acs.jced.7b00104," Renamed mobley_6522117 from 2-chloro-1-(2,4-dichlorophenyl)ethenyl diethyl phosphate to [(E)-2-chloro-1-(2,4-dichlorophenyl)vinyl] diethyl phosphate (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19220>,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl
424,mobley_6571751, CC1=CCCCC1, 1-methylcyclohexene,0.67,0.6,1.34,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19280>,CC1=CCCCC1
425,mobley_6619554, CCCCC(=O)OCC, ethyl pentanoate,-2.49,0.6,-3.11,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d192e0>,CCCCC(=O)OCC
426,mobley_6620221, CC1(Cc2cccc(c2O1)OC(=O)NC)C, carbofuran,-9.61,0.3,-11.13,0.04, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19340>,CNC(=O)Oc1cccc2c1OC(C)(C)C2
427,mobley_6632459, CCC=O, propanal,-3.43,0.6,-3.15,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d193a0>,CCC=O
428,mobley_664966, C(I)I, diiodomethane,-2.49,0.6,-1.88,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19400>,ICI
429,mobley_667278, c1cc(c(c(c1c2cc(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl)Cl," 1,2,3,4-tetrachloro-5-(2,3,4-trichlorophenyl)benzene",-4.4,0.1,-0.81,0.04, 10.1007s10822-012-9568-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19460>,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl
430,mobley_6688723, COc1c(cc(c(c1O)OC)Cl)Cl," 3,5-dichloro-2,6-dimethoxyphenol",-6.44,0.38,-5.98,0.04, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d194c0>,COc1c(Cl)cc(Cl)c(OC)c1O
431,mobley_6714389, CN, methanamine,-4.55,0.6,-3.58,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19520>,CN
432,mobley_6727159, C(CO[N+](=O)[O-])O, 2-(nitrooxy)ethan-1-ol,-8.18,0.1,-6.68,0.03, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from ethyleneglycol mononitrate to 2-(nitrooxy)ethan-1-ol for better handlingstandardization.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19580>,O=[N+]([O-])OCCO
433,mobley_6733657, C1[C@H]([C@@H]2[C@H]([C@H]1Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl, chlordane,-3.44,0.1,-3.23,0.04, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d195e0>,ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@@H](Cl)C[C@@H](Cl)[C@H]3[C@@]1(Cl)C2(Cl)Cl
434,mobley_6739648, C1COCCO1," 1,4-dioxane",-5.06,0.6,-4.27,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19640>,C1COCCO1
435,mobley_6743808, Cc1ccc(cc1C)O," 3,4-dimethylphenol",-6.5,0.6,-5.47,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d196a0>,Cc1ccc(O)cc1C
436,mobley_676247, C(F)(F)(F)F, tetrafluoromethane,3.12,0.6,2.49,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19700>,FC(F)(F)F
437,mobley_6794076, CC(=O)c1ccncc1, 1-(4-pyridyl)ethanone,-7.62,0.6,-7.57,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19760>,CC(=O)c1ccncc1
438,mobley_6804509, c1c(c(cc(c1Cl)Cl)Cl)Cl," 1,2,4,5-tetrachlorobenzene",-1.34,0.6,0.04,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d197c0>,Clc1cc(Cl)c(Cl)cc1Cl
439,mobley_6812653, CCCCCC, hexane,2.48,0.6,2.85,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19820>,CCCCCC
440,mobley_6843802, c1ccc(cc1)O[C@@H](C(F)F)F," 1,2,2-trifluoroethoxybenzene",-1.29,0.6,-3.04,0.04," J. Lu, 1994, Ph.D. Thesis, University of Western Ontario", 10.1021acs.jced.7b00104," Renamed mobley_6843802 from 1,2,2-trifluoroethoxybenzene to [(1R)-1,2,2-trifluoroethoxy]benzene (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19880>,FC(F)[C@@H](F)Oc1ccccc1
441,mobley_6854178, CC(C)OC=O, isopropyl formate,-2.02,0.6,-3.59,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d198e0>,CC(C)OC=O
442,mobley_6861308, CN(C)C(=O)Nc1ccccc1, fenuron,-9.13,1.93,-11.81,0.04, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19940>,CN(C)C(=O)Nc1ccccc1
443,mobley_6896128, CCCC[C@@H](C)CC, 3-methylheptane,2.97,0.6,3.03,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104, Renamed mobley_6896128 from 3-methylheptane to (3S)-3-methylheptane (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,<rdkit.Chem.rdchem.Mol object at 0x2b7646d199a0>,CCCC[C@@H](C)CC
444,mobley_6911232, CCOC, methoxyethane,-2.1,0.6,-0.71,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19a00>,CCOC
445,mobley_6917738, COCCN, 2-methoxyethanamine,-6.55,0.6,-5.03,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19a60>,COCCN
446,mobley_6929123, COC(=O)CCl, methyl 2-chloroacetate,-4.0,0.6,-3.82,0.02, 10.1139v80-201, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19ac0>,COC(=O)CCl
447,mobley_6935906, CC(=CCC[C@](C)(C=C)OC(=O)C)C," (3R)-3,7-Dimethylocta-1,6-dien-3-yl acetate",-2.49,0.85,-2.96,0.04, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19b20>,C=C[C@@](C)(CCC=C(C)C)OC(C)=O
448,mobley_6973347, CCOC(=O)C, ethyl acetate,-2.94,0.6,-3.75,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19b80>,CCOC(C)=O
449,mobley_6978427, COC(=O)C1CCCCC1, methyl cyclohexanecarboxylate,-3.3,0.6,-4.38,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19be0>,COC(=O)C1CCCCC1
450,mobley_6981465, CC(C)OC(=O)C, isopropyl acetate,-2.64,0.6,-3.37,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19c40>,CC(=O)OC(C)C
451,mobley_6988468, CCc1ccccn1, 2-ethylpyridine,-4.33,0.6,-3.31,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19ca0>,CCc1ccccn1
452,mobley_7009711, Cc1cc(cc(c1)O)C," 3,5-dimethylphenol",-6.27,0.6,-5.44,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19d00>,Cc1cc(C)cc(O)c1
453,mobley_7010316, C1CCC(CC1)O, cyclohexanol,-5.46,0.6,-4.18,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19d60>,OC1CCCCC1
454,mobley_7015518, COC, methoxymethane,-1.91,0.6,-0.85,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19dc0>,COC
455,mobley_7017274, c1ccc2c(c1)ccc3c2cccc3, phenanthrene,-3.88,0.6,-5.26,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19e20>,c1ccc2c(c1)ccc1ccccc12
456,mobley_7039935, c1ccc2c(c1)cccc2O, naphthalen-1-ol,-7.67,0.6,-7.14,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19e80>,Oc1cccc2ccccc12
457,mobley_7047032, CC(C)(C)Cl, 2-chloro-2-methyl-propane,1.09,0.6,0.83,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19ee0>,CC(C)(C)Cl
458,mobley_7066554, c1cc(ccc1O)Cl, 4-chlorophenol,-7.03,0.6,-5.37,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19f40>,Oc1ccc(Cl)cc1
459,mobley_7099614, C=CCCl, 3-chloroprop-1-ene,-0.57,0.6,0.94,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d19fa0>,C=CCCl
460,mobley_7106722, CCCC(C)C, isohexane,2.51,0.6,2.81,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d29040>,CCCC(C)C
461,mobley_7142697, CCCCCN, pentan-1-amine,-4.09,0.6,-2.83,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d290a0>,CCCCCN
462,mobley_7150646, c1cc(ccc1Br)Br," 1,4-dibromobenzene",-2.3,0.6,-1.09,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d29100>,Brc1ccc(Br)cc1
463,mobley_7157427, CCCCCCCCl, 1-chloroheptane,0.29,0.6,1.47,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d29160>,CCCCCCCCl
464,mobley_7176248, CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-], trifluralin,-3.25,0.1,-2.02,0.04, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from trifluralin to 2,6-Dinitro-N,N-dipropyl-4-(trifluoromethyl)aniline for better handlingstandardization.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d291c0>,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
465,mobley_7176290, c1cc(cc(c1)O)[N+](=O)[O-], 3-nitrophenol,-9.62,0.6,-7.89,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d29220>,O=[N+]([O-])c1cccc(O)c1
466,mobley_718988, CCCCCCCN, heptan-1-amine,-3.79,0.6,-2.55,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d29280>,CCCCCCCN
467,mobley_7200804, c1ccc(c(c1)O)F, 2-fluorophenol,-5.29,0.6,-3.35,0.04, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d292e0>,Oc1ccccc1F
468,mobley_7203421, CCCCCC(=O)N, hexanamide,-9.31,0.6,-8.1,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d29340>,CCCCCC(N)=O
469,mobley_7227357, CCC(CC)O, pentan-3-ol,-4.35,0.6,-2.79,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d293a0>,CCC(O)CC
470,mobley_7239499, c1ccc2c(c1)Oc3cccc(c3O2)Cl, 1-chlorodibenzo-p-dioxin,-3.52,0.1,-4.47,0.04, 10.1007s10822-012-9568-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d29400>,Clc1cccc2c1Oc1ccccc1O2
471,mobley_7261305, NN, hydrazine,-9.3,0.6,-6.51,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d29460>,NN
472,mobley_7295828, COc1ccccc1, anisole,-2.45,0.6,-2.32,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d294c0>,COc1ccccc1
473,mobley_7298388, Cc1cccc(c1)[N+](=O)[O-], 1-methyl-3-nitro-benzene,-3.45,0.6,-3.28,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d29520>,Cc1cccc([N+](=O)[O-])c1
474,mobley_7326706, CCOP(=S)(OCC)Oc1c(cc(c(n1)Cl)Cl)Cl, chlorpyrifos,-5.04,0.21,-9.62,0.05, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d29580>,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
475,mobley_7326982, CC(C)O, propan-2-ol,-4.74,0.6,-3.43,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d295e0>,CC(C)O
476,mobley_7360181, COC(C(F)(F)F)(OC)OC," 1,1,1-trifluoro-2,2,2-trimethoxyethane",-0.8,0.2,-2.32,0.03, 10.1007s10822-010-9350-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from trimethyl orthotrifluoroacetate to 1,1,1-trifluoro-2,2,2-trimethoxyethane for better handlingstandardization.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d29640>,COC(OC)(OC)C(F)(F)F
